date,appliance,usage_hours,power_watts,hour,room
2026-09-03,Microwave,0.25,1200,20,Kitchen
2026-09-03,Refrigerator,0.5,200,21,Kitchen
2026-09-03,Air Conditioner,0.77,1500,21,Master Bedroom
2026-09-03,Television,0.98,120,21,Living Room
2026-09-03,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-03,LED Lights,1.0,40,21,All Rooms
2026-09-03,Refrigerator,0.44,200,22,Kitchen
2026-09-03,Air Conditioner,0.77,1500,22,Master Bedroom
2026-09-03,Television,0.92,120,22,Living Room
2026-09-03,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-03,LED Lights,1.0,40,22,All Rooms
2026-09-03,Refrigerator,0.45,200,23,Kitchen
2026-09-03,Air Conditioner,0.74,1500,23,Master Bedroom
2026-09-03,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-03,LED Lights,1.0,40,23,All Rooms
2026-09-04,Refrigerator,0.43,200,0,Kitchen
2026-09-04,Air Conditioner,0.73,1500,0,Master Bedroom
2026-09-04,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-04,Refrigerator,0.49,200,1,Kitchen
2026-09-04,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-04,Refrigerator,0.41,200,2,Kitchen
2026-09-04,Refrigerator,0.45,200,3,Kitchen
2026-09-04,Refrigerator,0.49,200,4,Kitchen
2026-09-04,Refrigerator,0.48,200,5,Kitchen
2026-09-04,Refrigerator,0.47,200,6,Kitchen
2026-09-04,Water Heater,0.75,2000,6,Bathroom
2026-09-04,Refrigerator,0.44,200,7,Kitchen
2026-09-04,Water Heater,0.75,2000,7,Bathroom
2026-09-04,Refrigerator,0.4,200,8,Kitchen
2026-09-04,Refrigerator,0.45,200,9,Kitchen
2026-09-04,Refrigerator,0.49,200,10,Kitchen
2026-09-04,Laptop,0.8,65,10,Home Office
2026-09-04,Refrigerator,0.42,200,11,Kitchen
2026-09-04,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-04,Laptop,0.8,65,11,Home Office
2026-09-04,Refrigerator,0.48,200,12,Kitchen
2026-09-04,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-04,Laptop,0.8,65,12,Home Office
2026-09-04,Microwave,0.25,1200,12,Kitchen
2026-09-04,Refrigerator,0.46,200,13,Kitchen
2026-09-04,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-04,Laptop,0.8,65,13,Home Office
2026-09-04,Refrigerator,0.46,200,14,Kitchen
2026-09-04,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-04,Laptop,0.8,65,14,Home Office
2026-09-04,Refrigerator,0.48,200,15,Kitchen
2026-09-04,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-04,Laptop,0.8,65,15,Home Office
2026-09-04,Refrigerator,0.48,200,16,Kitchen
2026-09-04,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-04,Laptop,0.8,65,16,Home Office
2026-09-04,Refrigerator,0.44,200,17,Kitchen
2026-09-04,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-04,Laptop,0.8,65,17,Home Office
2026-09-04,Refrigerator,0.48,200,18,Kitchen
2026-09-04,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-04,LED Lights,1.0,40,18,All Rooms
2026-09-04,Refrigerator,0.48,200,19,Kitchen
2026-09-04,Television,0.81,120,19,Living Room
2026-09-04,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-04,LED Lights,1.0,40,19,All Rooms
2026-09-04,Refrigerator,0.44,200,20,Kitchen
2026-09-04,Air Conditioner,0.72,1500,20,Master Bedroom
2026-09-04,Television,0.93,120,20,Living Room
2026-09-04,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-04,LED Lights,1.0,40,20,All Rooms
2026-09-04,Microwave,0.25,1200,20,Kitchen
2026-09-04,Refrigerator,0.5,200,21,Kitchen
2026-09-04,Air Conditioner,0.76,1500,21,Master Bedroom
2026-09-04,Television,1.0,120,21,Living Room
2026-09-04,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-04,LED Lights,1.0,40,21,All Rooms
2026-09-04,Refrigerator,0.42,200,22,Kitchen
2026-09-04,Air Conditioner,0.75,1500,22,Master Bedroom
2026-09-04,Television,0.83,120,22,Living Room
2026-09-04,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-04,LED Lights,1.0,40,22,All Rooms
2026-09-04,Refrigerator,0.49,200,23,Kitchen
2026-09-04,Air Conditioner,0.71,1500,23,Master Bedroom
2026-09-04,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-04,LED Lights,1.0,40,23,All Rooms
2026-09-05,Refrigerator,0.49,200,0,Kitchen
2026-09-05,Air Conditioner,0.89,1500,0,Master Bedroom
2026-09-05,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-05,Refrigerator,0.47,200,1,Kitchen
2026-09-05,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-05,Refrigerator,0.45,200,2,Kitchen
2026-09-05,Refrigerator,0.49,200,3,Kitchen
2026-09-05,Refrigerator,0.42,200,4,Kitchen
2026-09-05,Refrigerator,0.42,200,5,Kitchen
2026-09-05,Refrigerator,0.42,200,6,Kitchen
2026-09-05,Water Heater,0.75,2000,6,Bathroom
2026-09-05,Refrigerator,0.5,200,7,Kitchen
2026-09-05,Water Heater,0.75,2000,7,Bathroom
2026-09-05,Refrigerator,0.44,200,8,Kitchen
2026-09-05,Refrigerator,0.42,200,9,Kitchen
2026-09-05,Washing Machine,0.6,500,9,Utility Room
2026-09-05,Refrigerator,0.49,200,10,Kitchen
2026-09-05,Washing Machine,0.6,500,10,Utility Room
2026-09-05,Refrigerator,0.43,200,11,Kitchen
2026-09-05,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-05,Laptop,0.8,65,11,Home Office
2026-09-05,Refrigerator,0.49,200,12,Kitchen
2026-09-05,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-05,Laptop,0.8,65,12,Home Office
2026-09-05,Microwave,0.25,1200,12,Kitchen
2026-09-05,Refrigerator,0.43,200,13,Kitchen
2026-09-05,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-05,Refrigerator,0.42,200,14,Kitchen
2026-09-05,Television,0.93,120,14,Living Room
2026-09-05,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-05,Refrigerator,0.42,200,15,Kitchen
2026-09-05,Television,0.9,120,15,Living Room
2026-09-05,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-05,Refrigerator,0.47,200,16,Kitchen
2026-09-05,Television,0.92,120,16,Living Room
2026-09-05,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-05,Laptop,0.8,65,16,Home Office
2026-09-05,Refrigerator,0.46,200,17,Kitchen
2026-09-05,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-05,Refrigerator,0.44,200,18,Kitchen
2026-09-05,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-05,LED Lights,1.0,40,18,All Rooms
2026-09-05,Refrigerator,0.45,200,19,Kitchen
2026-09-05,Television,0.86,120,19,Living Room
2026-09-05,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-05,LED Lights,1.0,40,19,All Rooms
2026-09-05,Refrigerator,0.48,200,20,Kitchen
2026-09-05,Air Conditioner,0.83,1500,20,Master Bedroom
2026-09-05,Television,0.89,120,20,Living Room
2026-09-05,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-05,LED Lights,1.0,40,20,All Rooms
2026-09-05,Microwave,0.25,1200,20,Kitchen
2026-09-05,Refrigerator,0.41,200,21,Kitchen
2026-09-05,Air Conditioner,0.86,1500,21,Master Bedroom
2026-09-05,Television,0.95,120,21,Living Room
2026-09-05,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-05,LED Lights,1.0,40,21,All Rooms
2026-09-05,Refrigerator,0.48,200,22,Kitchen
2026-09-05,Air Conditioner,0.83,1500,22,Master Bedroom
2026-09-05,Television,1.0,120,22,Living Room
2026-09-05,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-05,LED Lights,1.0,40,22,All Rooms
2026-09-05,Refrigerator,0.41,200,23,Kitchen
2026-09-05,Air Conditioner,0.84,1500,23,Master Bedroom
2026-09-05,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-05,LED Lights,1.0,40,23,All Rooms
2026-09-06,Refrigerator,0.44,200,0,Kitchen
2026-09-06,Air Conditioner,0.89,1500,0,Master Bedroom
2026-09-06,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-06,Refrigerator,0.48,200,1,Kitchen
2026-09-06,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-06,Refrigerator,0.41,200,2,Kitchen
2026-09-06,Refrigerator,0.5,200,3,Kitchen
2026-09-06,Refrigerator,0.49,200,4,Kitchen
2026-09-06,Refrigerator,0.48,200,5,Kitchen
2026-09-06,Refrigerator,0.45,200,6,Kitchen
2026-09-06,Water Heater,0.75,2000,6,Bathroom
2026-09-06,Refrigerator,0.4,200,7,Kitchen
2026-09-06,Water Heater,0.75,2000,7,Bathroom
2026-09-06,Refrigerator,0.44,200,8,Kitchen
2026-09-06,Refrigerator,0.41,200,9,Kitchen
2026-09-06,Washing Machine,0.6,500,9,Utility Room
2026-09-06,Refrigerator,0.48,200,10,Kitchen
2026-09-06,Washing Machine,0.6,500,10,Utility Room
2026-09-06,Refrigerator,0.47,200,11,Kitchen
2026-09-06,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-06,Laptop,0.8,65,11,Home Office
2026-09-06,Refrigerator,0.47,200,12,Kitchen
2026-09-06,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-06,Laptop,0.8,65,12,Home Office
2026-09-06,Microwave,0.25,1200,12,Kitchen
2026-09-06,Refrigerator,0.42,200,13,Kitchen
2026-09-06,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-06,Refrigerator,0.45,200,14,Kitchen
2026-09-06,Television,0.84,120,14,Living Room
2026-09-06,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-06,Refrigerator,0.41,200,15,Kitchen
2026-09-06,Television,0.82,120,15,Living Room
2026-09-06,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-06,Refrigerator,0.49,200,16,Kitchen
2026-09-06,Television,0.97,120,16,Living Room
2026-09-06,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-06,Laptop,0.8,65,16,Home Office
2026-09-06,Refrigerator,0.43,200,17,Kitchen
2026-09-06,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-06,Refrigerator,0.5,200,18,Kitchen
2026-09-06,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-06,LED Lights,1.0,40,18,All Rooms
2026-09-06,Refrigerator,0.47,200,19,Kitchen
2026-09-06,Television,0.86,120,19,Living Room
2026-09-06,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-06,LED Lights,1.0,40,19,All Rooms
2026-09-06,Refrigerator,0.48,200,20,Kitchen
2026-09-06,Air Conditioner,0.84,1500,20,Master Bedroom
2026-09-06,Television,0.85,120,20,Living Room
2026-09-06,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-06,LED Lights,1.0,40,20,All Rooms
2026-09-06,Microwave,0.25,1200,20,Kitchen
2026-09-06,Refrigerator,0.49,200,21,Kitchen
2026-09-06,Air Conditioner,0.88,1500,21,Master Bedroom
2026-09-06,Television,0.83,120,21,Living Room
2026-09-06,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-06,LED Lights,1.0,40,21,All Rooms
2026-09-06,Refrigerator,0.41,200,22,Kitchen
2026-09-06,Air Conditioner,0.88,1500,22,Master Bedroom
2026-09-06,Television,0.91,120,22,Living Room
2026-09-06,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-06,LED Lights,1.0,40,22,All Rooms
2026-09-06,Refrigerator,0.48,200,23,Kitchen
2026-09-06,Air Conditioner,0.89,1500,23,Master Bedroom
2026-09-06,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-06,LED Lights,1.0,40,23,All Rooms
2026-09-07,Refrigerator,0.44,200,0,Kitchen
2026-09-07,Air Conditioner,0.71,1500,0,Master Bedroom
2026-09-07,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-07,Refrigerator,0.48,200,1,Kitchen
2026-09-07,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-07,Refrigerator,0.45,200,2,Kitchen
2026-09-07,Refrigerator,0.44,200,3,Kitchen
2026-09-07,Refrigerator,0.43,200,4,Kitchen
2026-09-07,Refrigerator,0.42,200,5,Kitchen
2026-09-07,Refrigerator,0.42,200,6,Kitchen
2026-09-07,Water Heater,0.75,2000,6,Bathroom
2026-09-07,Refrigerator,0.46,200,7,Kitchen
2026-09-07,Water Heater,0.75,2000,7,Bathroom
2026-09-07,Refrigerator,0.41,200,8,Kitchen
2026-09-07,Refrigerator,0.43,200,9,Kitchen
2026-09-07,Washing Machine,0.6,500,9,Utility Room
2026-09-07,Refrigerator,0.44,200,10,Kitchen
2026-09-07,Washing Machine,0.6,500,10,Utility Room
2026-09-07,Laptop,0.8,65,10,Home Office
2026-09-07,Refrigerator,0.45,200,11,Kitchen
2026-09-07,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-07,Laptop,0.8,65,11,Home Office
2026-09-07,Refrigerator,0.41,200,12,Kitchen
2026-09-07,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-07,Laptop,0.8,65,12,Home Office
2026-09-07,Microwave,0.25,1200,12,Kitchen
2026-09-07,Refrigerator,0.47,200,13,Kitchen
2026-09-07,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-07,Laptop,0.8,65,13,Home Office
2026-09-07,Refrigerator,0.46,200,14,Kitchen
2026-09-07,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-07,Laptop,0.8,65,14,Home Office
2026-09-07,Refrigerator,0.49,200,15,Kitchen
2026-09-07,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-07,Laptop,0.8,65,15,Home Office
2026-09-07,Refrigerator,0.47,200,16,Kitchen
2026-09-07,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-07,Laptop,0.8,65,16,Home Office
2026-09-07,Refrigerator,0.41,200,17,Kitchen
2026-09-07,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-07,Laptop,0.8,65,17,Home Office
2026-09-07,Refrigerator,0.45,200,18,Kitchen
2026-09-07,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-07,LED Lights,1.0,40,18,All Rooms
2026-09-07,Refrigerator,0.5,200,19,Kitchen
2026-09-07,Television,0.96,120,19,Living Room
2026-09-07,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-07,LED Lights,1.0,40,19,All Rooms
2026-09-07,Refrigerator,0.45,200,20,Kitchen
2026-09-07,Air Conditioner,0.73,1500,20,Master Bedroom
2026-09-07,Television,0.92,120,20,Living Room
2026-09-07,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-07,LED Lights,1.0,40,20,All Rooms
2026-09-07,Microwave,0.25,1200,20,Kitchen
2026-09-07,Refrigerator,0.49,200,21,Kitchen
2026-09-07,Air Conditioner,0.77,1500,21,Master Bedroom
2026-09-07,Television,0.95,120,21,Living Room
2026-09-07,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-07,LED Lights,1.0,40,21,All Rooms
2026-09-07,Refrigerator,0.43,200,22,Kitchen
2026-09-07,Air Conditioner,0.8,1500,22,Master Bedroom
2026-09-07,Television,0.89,120,22,Living Room
2026-09-07,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-07,LED Lights,1.0,40,22,All Rooms
2026-09-07,Refrigerator,0.45,200,23,Kitchen
2026-09-07,Air Conditioner,0.73,1500,23,Master Bedroom
2026-09-07,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-07,LED Lights,1.0,40,23,All Rooms
2026-09-08,Refrigerator,0.49,200,0,Kitchen
2026-09-08,Air Conditioner,0.72,1500,0,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-08,Refrigerator,0.49,200,1,Kitchen
2026-09-08,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-08,Refrigerator,0.43,200,2,Kitchen
2026-09-08,Refrigerator,0.49,200,3,Kitchen
2026-09-08,Refrigerator,0.48,200,4,Kitchen
2026-09-08,Refrigerator,0.49,200,5,Kitchen
2026-09-08,Refrigerator,0.5,200,6,Kitchen
2026-09-08,Water Heater,0.75,2000,6,Bathroom
2026-09-08,Refrigerator,0.41,200,7,Kitchen
2026-09-08,Water Heater,0.75,2000,7,Bathroom
2026-09-08,Refrigerator,0.43,200,8,Kitchen
2026-09-08,Refrigerator,0.48,200,9,Kitchen
2026-09-08,Refrigerator,0.44,200,10,Kitchen
2026-09-08,Laptop,0.8,65,10,Home Office
2026-09-08,Refrigerator,0.42,200,11,Kitchen
2026-09-08,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-08,Laptop,0.8,65,11,Home Office
2026-09-08,Refrigerator,0.47,200,12,Kitchen
2026-09-08,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-08,Laptop,0.8,65,12,Home Office
2026-09-08,Microwave,0.25,1200,12,Kitchen
2026-09-08,Refrigerator,0.44,200,13,Kitchen
2026-09-08,Air Conditioner,0.77,1500,13,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-08,Laptop,0.8,65,13,Home Office
2026-09-08,Refrigerator,0.42,200,14,Kitchen
2026-09-08,Air Conditioner,0.73,1500,14,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-08,Laptop,0.8,65,14,Home Office
2026-09-08,Refrigerator,0.4,200,15,Kitchen
2026-09-08,Air Conditioner,0.73,1500,15,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-08,Laptop,0.8,65,15,Home Office
2026-09-08,Refrigerator,0.49,200,16,Kitchen
2026-09-08,Air Conditioner,0.78,1500,16,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-08,Laptop,0.8,65,16,Home Office
2026-09-08,Refrigerator,0.48,200,17,Kitchen
2026-09-08,Air Conditioner,0.71,1500,17,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-08,Laptop,0.8,65,17,Home Office
2026-09-08,Refrigerator,0.47,200,18,Kitchen
2026-09-08,Air Conditioner,0.73,1500,18,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-08,LED Lights,1.0,40,18,All Rooms
2026-09-08,Refrigerator,0.42,200,19,Kitchen
2026-09-08,Air Conditioner,0.77,1500,19,Master Bedroom
2026-09-08,Television,0.98,120,19,Living Room
2026-09-08,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-08,LED Lights,1.0,40,19,All Rooms
2026-09-08,Refrigerator,0.42,200,20,Kitchen
2026-09-08,Air Conditioner,0.71,1500,20,Master Bedroom
2026-09-08,Television,0.87,120,20,Living Room
2026-09-08,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-08,LED Lights,1.0,40,20,All Rooms
2026-09-08,Microwave,0.25,1200,20,Kitchen
2026-09-08,Refrigerator,0.43,200,21,Kitchen
2026-09-08,Air Conditioner,0.72,1500,21,Master Bedroom
2026-09-08,Television,0.92,120,21,Living Room
2026-09-08,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-08,LED Lights,1.0,40,21,All Rooms
2026-09-08,Refrigerator,0.48,200,22,Kitchen
2026-09-08,Air Conditioner,0.78,1500,22,Master Bedroom
2026-09-08,Television,0.81,120,22,Living Room
2026-09-08,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-08,LED Lights,1.0,40,22,All Rooms
2026-09-08,Refrigerator,0.48,200,23,Kitchen
2026-09-08,Air Conditioner,0.78,1500,23,Master Bedroom
2026-09-08,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-08,LED Lights,1.0,40,23,All Rooms
2026-09-09,Refrigerator,0.43,200,0,Kitchen
2026-09-09,Air Conditioner,0.71,1500,0,Master Bedroom
2026-09-09,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-09,Refrigerator,0.4,200,1,Kitchen
2026-09-09,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-09,Refrigerator,0.42,200,2,Kitchen
2026-09-09,Refrigerator,0.49,200,3,Kitchen
2026-09-09,Refrigerator,0.47,200,4,Kitchen
2026-09-09,Refrigerator,0.49,200,5,Kitchen
2026-09-09,Refrigerator,0.46,200,6,Kitchen
2026-09-09,Water Heater,0.75,2000,6,Bathroom
2026-09-09,Refrigerator,0.43,200,7,Kitchen
2026-09-09,Water Heater,0.75,2000,7,Bathroom
2026-09-09,Refrigerator,0.48,200,8,Kitchen
2026-09-09,Refrigerator,0.4,200,9,Kitchen
2026-09-09,Washing Machine,0.6,500,9,Utility Room
2026-09-09,Refrigerator,0.46,200,10,Kitchen
2026-09-09,Washing Machine,0.6,500,10,Utility Room
2026-09-09,Laptop,0.8,65,10,Home Office
2026-09-09,Refrigerator,0.41,200,11,Kitchen
2026-09-09,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-09,Laptop,0.8,65,11,Home Office
2026-09-09,Refrigerator,0.41,200,12,Kitchen
2026-09-09,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-09,Laptop,0.8,65,12,Home Office
2026-09-09,Microwave,0.25,1200,12,Kitchen
2026-09-09,Refrigerator,0.45,200,13,Kitchen
2026-09-09,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-09,Laptop,0.8,65,13,Home Office
2026-09-09,Refrigerator,0.46,200,14,Kitchen
2026-09-09,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-09,Laptop,0.8,65,14,Home Office
2026-09-09,Refrigerator,0.5,200,15,Kitchen
2026-09-09,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-09,Laptop,0.8,65,15,Home Office
2026-09-09,Refrigerator,0.45,200,16,Kitchen
2026-09-09,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-09,Laptop,0.8,65,16,Home Office
2026-09-09,Refrigerator,0.44,200,17,Kitchen
2026-09-09,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-09,Laptop,0.8,65,17,Home Office
2026-09-09,Refrigerator,0.41,200,18,Kitchen
2026-09-09,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-09,LED Lights,1.0,40,18,All Rooms
2026-09-09,Refrigerator,0.43,200,19,Kitchen
2026-09-09,Television,0.84,120,19,Living Room
2026-09-09,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-09,LED Lights,1.0,40,19,All Rooms
2026-09-09,Refrigerator,0.49,200,20,Kitchen
2026-09-09,Air Conditioner,0.73,1500,20,Master Bedroom
2026-09-09,Television,0.99,120,20,Living Room
2026-09-09,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-09,LED Lights,1.0,40,20,All Rooms
2026-09-09,Microwave,0.25,1200,20,Kitchen
2026-09-09,Refrigerator,0.45,200,21,Kitchen
2026-09-09,Air Conditioner,0.77,1500,21,Master Bedroom
2026-09-09,Television,0.98,120,21,Living Room
2026-09-09,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-09,LED Lights,1.0,40,21,All Rooms
2026-09-09,Refrigerator,0.47,200,22,Kitchen
2026-09-09,Air Conditioner,0.76,1500,22,Master Bedroom
2026-09-09,Television,0.85,120,22,Living Room
2026-09-09,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-09,LED Lights,1.0,40,22,All Rooms
2026-09-09,Refrigerator,0.42,200,23,Kitchen
2026-09-09,Air Conditioner,0.72,1500,23,Master Bedroom
2026-09-09,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-09,LED Lights,1.0,40,23,All Rooms
2026-09-10,Refrigerator,0.42,200,0,Kitchen
2026-09-10,Air Conditioner,0.7,1500,0,Master Bedroom
2026-09-10,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-10,Refrigerator,0.47,200,1,Kitchen
2026-09-10,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-10,Refrigerator,0.42,200,2,Kitchen
2026-09-10,Refrigerator,0.5,200,3,Kitchen
2026-09-10,Refrigerator,0.44,200,4,Kitchen
2026-09-10,Refrigerator,0.42,200,5,Kitchen
2026-09-10,Refrigerator,0.41,200,6,Kitchen
2026-09-10,Water Heater,0.75,2000,6,Bathroom
2026-09-10,Refrigerator,0.47,200,7,Kitchen
2026-09-10,Water Heater,0.75,2000,7,Bathroom
2026-09-10,Refrigerator,0.43,200,8,Kitchen
2026-09-10,Refrigerator,0.42,200,9,Kitchen
2026-09-10,Refrigerator,0.47,200,10,Kitchen
2026-09-10,Laptop,0.8,65,10,Home Office
2026-09-10,Refrigerator,0.47,200,11,Kitchen
2026-09-10,Ceiling Fan,0.95,75,11,Living & Bed
2026-09-10,Laptop,0.8,65,11,Home Office
2026-09-10,Refrigerator,0.45,200,12,Kitchen
2026-09-10,Ceiling Fan,0.95,75,12,Living & Bed
2026-09-10,Laptop,0.8,65,12,Home Office
2026-09-10,Microwave,0.25,1200,12,Kitchen
2026-09-10,Refrigerator,0.41,200,13,Kitchen
2026-09-10,Ceiling Fan,0.95,75,13,Living & Bed
2026-09-10,Laptop,0.8,65,13,Home Office
2026-09-10,Refrigerator,0.49,200,14,Kitchen
2026-09-10,Ceiling Fan,0.95,75,14,Living & Bed
2026-09-10,Laptop,0.8,65,14,Home Office
2026-09-10,Refrigerator,0.43,200,15,Kitchen
2026-09-10,Ceiling Fan,0.95,75,15,Living & Bed
2026-09-10,Laptop,0.8,65,15,Home Office
2026-09-10,Refrigerator,0.4,200,16,Kitchen
2026-09-10,Ceiling Fan,0.95,75,16,Living & Bed
2026-09-10,Laptop,0.8,65,16,Home Office
2026-09-10,Refrigerator,0.46,200,17,Kitchen
2026-09-10,Ceiling Fan,0.95,75,17,Living & Bed
2026-09-10,Laptop,0.8,65,17,Home Office
2026-09-10,Refrigerator,0.49,200,18,Kitchen
2026-09-10,Ceiling Fan,0.95,75,18,Living & Bed
2026-09-10,LED Lights,1.0,40,18,All Rooms
2026-09-10,Refrigerator,0.47,200,19,Kitchen
2026-09-10,Television,0.82,120,19,Living Room
2026-09-10,Ceiling Fan,0.95,75,19,Living & Bed
2026-09-10,LED Lights,1.0,40,19,All Rooms
2026-09-10,Refrigerator,0.48,200,20,Kitchen
2026-09-10,Air Conditioner,0.7,1500,20,Master Bedroom
2026-09-10,Television,0.88,120,20,Living Room
2026-09-10,Ceiling Fan,0.95,75,20,Living & Bed
2026-09-10,LED Lights,1.0,40,20,All Rooms
2026-09-10,Microwave,0.25,1200,20,Kitchen
2026-09-10,Refrigerator,0.49,200,21,Kitchen
2026-09-10,Air Conditioner,0.76,1500,21,Master Bedroom
2026-09-10,Television,0.85,120,21,Living Room
2026-09-10,Ceiling Fan,0.95,75,21,Living & Bed
2026-09-10,LED Lights,1.0,40,21,All Rooms
2026-09-10,Refrigerator,0.42,200,22,Kitchen
2026-09-10,Air Conditioner,0.79,1500,22,Master Bedroom
2026-09-10,Television,1.0,120,22,Living Room
2026-09-10,Ceiling Fan,0.95,75,22,Living & Bed
2026-09-10,LED Lights,1.0,40,22,All Rooms
2026-09-10,Refrigerator,0.47,200,23,Kitchen
2026-09-10,Air Conditioner,0.74,1500,23,Master Bedroom
2026-09-10,Ceiling Fan,0.95,75,23,Living & Bed
2026-09-10,LED Lights,1.0,40,23,All Rooms
2026-09-11,Refrigerator,0.46,200,0,Kitchen
2026-09-11,Air Conditioner,0.72,1500,0,Master Bedroom
2026-09-11,Ceiling Fan,0.95,75,0,Living & Bed
2026-09-11,Refrigerator,0.48,200,1,Kitchen
2026-09-11,Ceiling Fan,0.95,75,1,Living & Bed
2026-09-11,Refrigerator,0.41,200,2,Kitchen
